track_name,album_name,energy,valence,reading_grade,syllable_density,lexical_diversity,bridge_shift,thematic_dna,energy_is_predicted,valence_is_predicted,cluster_id,umap_x,umap_y,top_driver,archetype_name,archetype_desc,symbol
The Prophecy,TTPD: The Anthology: The Anthology,0.558336079120636,0.33737581968307495,1.4359791086350988,1.2451253481894151,0.415041782729805,0.4068,,True,True,4,2.2315385,5.7905264,bridge_shift,Standard Pop,Radio-Ready (Mid-Range Baseline Production),hexagram
Cassandra,TTPD: The Anthology: The Anthology,0.6509076356887817,0.5077406764030457,1.0447744490358168,1.159779614325069,0.35537190082644626,-0.8456,,True,True,3,-0.5719357,7.4760222,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",hexagram
Peter,TTPD: The Anthology: The Anthology,0.6599528193473816,0.5005174279212952,1.3358175930922833,1.2224770642201834,0.34174311926605505,-0.2718999999999999,,True,True,3,1.7901655,7.531017,syllable_density,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",hexagram
The Bolter,TTPD: The Anthology: The Anthology,0.5911597013473511,0.4522748589515686,1.1633377881724023,1.2341463414634146,0.44390243902439025,-0.09289999999999998,,True,True,1,1.5203977,6.7338543,lexical_diversity,Fountain Pen,Modern Confessional (Specific Storytelling),hexagram
Robin,TTPD: The Anthology: The Anthology,0.6273568868637085,0.3737437427043915,2.5563329928498497,1.3595505617977528,0.5337078651685393,1.3856000000000002,,True,True,2,4.2954803,5.3036923,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hexagram
The Manuscript,TTPD: The Anthology: The Anthology,0.6922803521156311,0.41150370240211487,2.572688172043012,1.2833333333333334,0.6083333333333333,-1.2558,,True,True,2,4.963312,5.485933,lexical_diversity,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hexagram
The Fate of Ophelia,The Life of a Showgirl,0.6445335745811462,0.41536882519721985,1.7967142605323474,1.221505376344086,0.33763440860215055,-1.5911,,True,True,3,0.39155602,7.261766,bridge_shift,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",hourglass
Elizabeth Taylor,The Life of a Showgirl,0.5848758220672607,0.49135664105415344,2.8043779816513776,1.2706422018348624,0.33256880733944955,-0.4346000000000001,,True,True,2,3.8468325,7.0469513,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hourglass
Opalite,The Life of a Showgirl,0.5333227515220642,0.37032586336135864,0.4959755705560944,1.142156862745098,0.3700980392156863,0.06979999999999997,,True,True,0,-0.702479,5.8090124,reading_grade,Quill Pen,"Poetic & Archaic (High Complexity, Low Energy)",hourglass
Father Figure,The Life of a Showgirl,0.6435360908508301,0.31610798835754395,2.697414486921531,1.2704225352112677,0.4253521126760563,-0.5809,,True,True,2,4.300369,5.967926,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hourglass
Eldest Daughter,The Life of a Showgirl,0.515662670135498,0.43673378229141235,2.8157234314980784,1.3464788732394366,0.428169014084507,1.3658000000000001,,True,True,2,4.1518116,5.237574,bridge_shift,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hourglass
Ruin The Friendship,The Life of a Showgirl,0.6213196516036987,0.46093663573265076,3.174091981132076,1.390625,0.484375,0.923,,True,True,2,4.408639,5.3144255,lexical_diversity,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hourglass
Actually Romantic,The Life of a Showgirl,0.6710022687911987,0.45548462867736816,2.9191289198606256,1.3428571428571427,0.475,-0.33320000000000005,,True,True,2,4.7480474,5.8968368,lexical_diversity,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hourglass
Wi$h Li$t,The Life of a Showgirl,0.6452008485794067,0.5804186463356018,1.2537253456221222,1.140552995391705,0.33640552995391704,0.0797,,True,True,3,0.4782283,9.15972,valence,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",hourglass
Wood,The Life of a Showgirl,0.6591180562973022,0.4729466438293457,2.6609542273501035,1.2443729903536977,0.3665594855305466,0.0767,,True,True,2,3.4709055,7.134487,reading_grade,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hourglass
CANCELLED!,The Life of a Showgirl,0.7101919054985046,0.4194258749485016,2.6926373441186406,1.2713178294573644,0.4806201550387597,-0.8977,,True,True,2,4.8722224,5.836124,lexical_diversity,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hourglass
Honey,The Life of a Showgirl,0.6502392292022705,0.4205784499645233,1.6030479496637007,1.2052505966587113,0.33651551312649164,-0.3287,,True,True,3,1.9365189,7.247073,lexical_diversity,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",hourglass
The Life of a Showgirl,The Life of a Showgirl,0.6209211945533752,0.27502748370170593,2.481765570599613,1.2765151515151516,0.42045454545454547,-0.0258,,True,True,2,3.6569202,5.8644347,syllable_density,Glitter Gel Pen,"Frivolous & Upbeat (High Energy, High Valence)",hourglass
Speak Now,Speak Now,0.599,0.735,0.7474301760777173,1.150462962962963,0.3541666666666667,-0.593,"vow, single, church, away, meet",False,False,3,-0.77363396,8.6091175,valence,Revenge Anthem,"Angst & Power (High Energy, Low Valence)",hexagon
